0.6,0.3
0.62,0.62
0.3,0.48
0.4,0.96
0.18,0.7
0.6,1.0
0.78,0.95
0.9,0.8
0.1,0.6
0.7,0.76
0.85,0.42
0.38,0.2
0.19,0.9
0.88,0.7
0.2,0.16
0.97,0.55
0.87,0.97
0.7,0.24
0.05,0.4
0.1,0.15
